6.23767	1.80582	0.00590601
6.72452	2.06831	0.306226
7.13442	2.31897	0.309688
7.41152	2.33733	0.305749
7.89704	2.41586	0.310674
8.19161	2.51102	0.30933
8.78881	2.7339	0.301338
9.24382	2.99635	0.3042
9.46713	3.05273	0.310451
10.2223	3.15883	0.30543
10.6459	3.5094	0.30639
11.2615	3.5295	0.307184
11.8286	3.5186	0.304718
11.9228	3.57778	0.307497
12.4417	3.8637	0.311548
12.8647	4.2935	0.304042
13.508	4.30425	0.300177
13.9145	4.4286	0.296261
14.4707	4.7188	0.296874
15.1775	4.60556	0.285875
15.8149	5.06862	0.290817
16.1091	5.18139	0.289383
16.9868	5.312	0.278717
17.575	5.50626	0.280822
18.2937	5.58061	0.272177
18.6677	5.87241	0.267241
19.1253	5.95099	0.276626
19.9115	6.21199	0.267173
20.4415	6.07355	0.26675
21.1098	6.44862	0.26599
21.7747	6.59262	0.256941
22.3429	6.69814	0.2643
22.8238	7.00593	0.25654
23.9168	6.92954	0.247543
24.5465	7.32148	0.244977
25.6599	7.24165	0.23485
25.9321	7.66302	0.244753
26.5157	7.72938	0.237784
27.3347	8.0128	0.241395
27.9963	7.90326	0.232121
28.6831	8.29774	0.229824
29.3509	8.52947	0.22606
30.2746	8.78868	0.21547
30.8143	8.87215	0.221521
31.7435	8.76517	0.211216
32.5816	8.90704	0.21178
33.3267	9.27898	0.208655
34.002	9.4089	0.204721
34.8791	9.44723	0.201161
35.6459	9.83417	0.19851
36.6389	10.0859	0.188513
37.2043	10.0024	0.190145
38.4134	10.2196	0.193329
39.1032	10.2618	0.190196
40.0358	10.8289	0.181237
41.138	10.7311	0.175392
41.9888	10.7911	0.175883
42.2385	10.9994	0.181814
43.2859	11.2474	0.172706
43.9442	11.3453	0.175468
45.1327	11.3885	0.163157
45.9777	11.6562	0.174915
46.9893	11.6523	0.15807
47.7555	12.0596	0.165541
48.8313	11.9329	0.156201
49.6861	12.2722	0.163316
50.7339	12.417	0.150107
51.7449	12.3412	0.146039
52.6556	12.5385	0.145294
53.4879	12.6398	0.142057
54.4283	12.869	0.147334
55.7074	13.0064	0.139853
56.4068	13.0863	0.137243
57.4068	13.3488	0.138889
58.2683	13.5334	0.13276
59.4111	13.3661	0.124868
60.4324	13.6192	0.126994
61.4605	13.8753	0.129206
62.5241	13.8383	0.119324
63.296	13.8616	0.122933
64.1938	14.5153	0.122255
65.6561	14.3384	0.110714
66.4217	14.3886	0.118994
67.7809	14.569	0.128485
68.864	14.7252	0.114436
69.6575	14.6118	0.118077
70.8866	15.0815	0.116684
71.798	15.4328	0.11132
72.7591	15.3955	0.106482
73.8884	15.5047	0.0982288
75.1065	15.2954	0.101646
76.1196	15.6736	0.091868
77.7544	15.7547	0.0984757
78.6339	15.799	0.0923933
79.3517	15.8073	0.0943189
80.7424	15.9282	0.0871906
82.0639	16.0151	0.0865738
83.091	16.0394	0.0865498
83.9224	16.227	0.0886014
85.2971	16.2722	0.0709891
86.4233	16.5006	0.0869156
87.3193	16.7197	0.0905824
88.5395	16.9063	0.0796109
89.8821	16.9803	0.0755992
91.0486	16.887	0.0760178
92.3843	16.6745	0.0817176
92.9177	16.7909	0.0826716
94.5677	16.9663	0.0607785
95.8428	17.1886	0.0769669
96.9785	17.2841	0.0723973
98.1684	16.7594	0.0667016
99.1706	17.4324	0.0746808
100.527	17.7572	0.0760999
101.443	17.792	0.0750485
102.724	17.638	0.065337
103.876	17.9211	0.0657547
105.293	17.9635	0.0718617
106.091	17.6818	0.0767245
107.517	18.1769	0.0714105
108.372	17.9583	0.0799359
109.603	17.9913	0.0737091
110.645	18.1125	0.0820791
112.445	18.1648	0.0752804
113.477	18.5299	0.062142
114.819	18.2508	0.0713648
115.951	18.6051	0.0634343
117.204	18.7199	0.0728284
118.097	19.0162	0.0700799
119.75	19.1754	0.0614819
120.932	18.9454	0.0637079
122.225	18.849	0.0710653
123.371	19.2041	0.0633074
124.594	19.3263	0.068578
125.794	19.2959	0.065923
127.051	19.5066	0.0706086
128.185	19.4734	0.0747747
129.56	19.5861	0.0624411
130.57	19.683	0.0666747
132.03	19.7524	0.0695402
133.159	19.7317	0.064845
134.369	20.0181	0.0654284
135.713	20.0932	0.0660173
137.045	20.1621	0.0757401
138.183	20.2224	0.0768495
139.396	19.9873	0.0775475
140.827	20.3394	0.0739648
142.265	20.5146	0.075677
143.266	20.3911	0.0747799
144.461	20.609	0.0785888
145.753	20.8386	0.0839637
146.988	20.8312	0.0825181
148.144	21.0868	0.0867839
149.514	20.9885	0.0842646
150.641	21.5975	0.0800732
152.129	21.8241	0.0808173
153.499	21.3762	0.0815256
154.797	21.6086	0.0847021
155.951	21.7644	0.0807383
157.396	21.9555	0.0760501
158.61	21.9699	0.0914971
159.772	21.9799	0.0870235
160.936	21.9836	0.0815875
162.181	22.2933	0.0813209
163.769	22.3592	0.0741199
165.015	22.1493	0.0763148
166.326	22.3765	0.0801708
167.572	22.7033	0.0805416
168.657	22.6611	0.0826192
169.91	22.9728	0.0825433
171.482	22.6717	0.0765001
172.633	23.1235	0.0756655
173.812	23.1137	0.0700844
175.286	23.2935	0.0627443
176.509	23.2137	0.0716026
177.833	23.428	0.0758404
178.917	23.4453	0.0833871
180.547	23.678	0.0703062
181.775	23.5308	0.0737801
182.964	23.591	0.0727313
184.383	24.107	0.0697051
185.543	23.9056	0.0797149
187.029	24.0994	0.0730337
188.224	24.1589	0.0717713
189.576	24.2913	0.0816279
190.848	24.6225	0.0824823
192.048	24.6234	0.0771721
193.58	24.481	0.0755236
194.824	24.6137	0.0718434
196.325	24.7984	0.0653677
197.453	24.9099	0.0690901
198.972	24.9844	0.0680073
200.096	24.8618	0.0749416
201.389	25.1863	0.0766761
203.045	25.1149	0.0694859
204.038	25.1939	0.0737504
205.61	25.3679	0.07514
206.918	25.5114	0.0762749
208.325	25.872	0.0708876
209.62	25.6834	0.0658644
210.901	25.8244	0.078442
212.411	25.8771	0.0735642
213.507	25.8967	0.0769194
215.097	25.973	0.0734394
216.172	26.4623	0.0823411
217.739	26.1795	0.0777146
219.006	26.4138	0.0759516
220.288	26.4838	0.0674524
221.616	26.5256	0.0782098
222.921	26.6826	0.0698975
224.304	26.6998	0.0809996
225.575	26.8736	0.0709966
226.816	26.9379	0.0744854
227.993	26.9982	0.0735329
229.425	27.2131	0.0795644
230.585	27.2784	0.0781984
232.03	27.4663	0.0704483
233.166	27.4942	0.0715932
234.225	27.5731	0.0744257
235.617	27.6712	0.0722367
237.024	27.8495	0.0657167
238.026	27.8486	0.0740034
239.256	28.0665	0.0772645
240.503	27.9927	0.0690459
241.466	27.9927	0.0763982
242.809	28.1701	0.0680018
243.845	28.1406	0.0624586
244.986	28.1635	0.072134
245.855	28.3567	0.0626305
247.013	28.3622	0.0628892
248.225	28.1737	0.0653007
249.371	28.5509	0.0652971
250.288	28.5189	0.0557858
251.617	28.5279	0.0464389
252.11	28.6147	0.0450864
253.13	28.4755	0.0366584
254.079	28.6933	0.0283355
255.121	28.3418	0.0286304
255.46	28.7057	0.00478152
255.685	28.67	6.28096
256.799	28.6066	6.24957
257.692	28.6088	6.24272
258.241	28.5982	6.21781
259.425	28.4944	6.1874
259.863	28.4614	6.18138
260.476	28.2236	6.16589
261.506	28.1814	6.13741
262.474	28.2925	6.11208
263.18	27.8494	6.09002
263.53	27.7094	6.06628
264.423	27.2599	6.02882
265.101	27.2664	5.99528
265.689	27.0099	5.96314
266.515	26.6763	5.94089
267.274	26.2062	5.90857
267.767	26.2062	5.86475
268.583	25.6273	5.82649
269.3	25.523	5.81039
269.562	24.7619	5.76064
270.336	24.6384	5.72899
270.919	24.2953	5.70713
271.486	23.6289	5.6727
272.136	23.4765	5.64067
272.446	22.9844	5.60909
272.948	22.5334	5.57576
273.533	21.9433	5.53323
274.078	21.4959	5.51219
274.614	21.0369	5.49043
274.865	20.5346	5.45813
275.491	19.8097	5.40465
275.939	19.2113	5.38547
276.191	18.6544	5.36401
276.568	18.0521	5.3244
276.993	17.5912	5.29647
277.455	16.7725	5.26302
277.566	16.2866	5.23871
277.824	15.3259	5.20141
278.113	14.9049	5.16871
278.717	14.2138	5.14246
278.506	13.5245	5.11532
279.074	12.8629	5.07523
279.4	11.9555	5.03694
279.271	11.4974	5.00399
279.699	10.7505	4.97858
279.837	10.0024	4.93808
279.879	9.16878	4.90102
279.966	8.65923	4.8695
279.922	7.74514	4.84693
280.169	7.16156	4.81198
280.187	6.38481	4.77425
280.181	5.85904	4.7436
280.539	4.78945	4.73426
279.919	3.94616	4.68612
279.85	3.39559	4.65492
279.887	2.6334	4.62205
279.9	1.81519	4.5887
279.69	1.18641	4.5605
279.295	0.463053	4.53468
279.296	-0.219741	4.49523
279.002	-1.00883	4.46241
278.875	-1.97401	4.42634
278.329	-2.71545	4.388
277.866	-3.52737	4.35961
277.664	-4.12887	4.3307
277.313	-4.88676	4.2905
277.36	-5.47286	4.27959
276.9	-6.22535	4.24665
276.753	-6.98543	4.22054
276.22	-7.73013	4.18026
275.544	-8.4245	4.15626
275.068	-8.88008	4.12908
274.497	-9.65649	4.09398
274.041	-10.1836	4.07081
273.132	-11.0488	4.03764
273.059	-11.664	4.01041
272.781	-12.1567	3.99298
272.027	-12.7241	3.96608
271.482	-13.1933	3.9409
270.713	-13.7888	3.90119
269.986	-14.3872	3.86654
269.085	-14.9855	3.83485
268.826	-15.3856	3.807
268.121	-15.6864	3.77333
267.394	-16.4421	3.74452
266.519	-16.6336	3.6999
265.497	-17.0943	3.66662
265.121	-17.578	3.63983
264.358	-17.819	3.60304
263.444	-18.1925	3.56556
262.74	-18.7449	3.52877
261.903	-18.8284	3.49204
261.044	-18.9804	3.45851
260.479	-19.0503	3.416
259.029	-19.1191	3.37398
258.145	-19.3312	3.32859
257.877	-19.5201	3.29976
256.985	-19.417	3.26617
